Noun           :   0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63
everybody      :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    7    0    0    0    0    0    0    2
projector      :   0    0    0    0    0    0    0    0    0    0    0    0    2    0    3    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    1
working        :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    3    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1
wicker         :   0    0    1    0    0    0    0    0    0    0    1    0    0    0    1    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    4    0    2    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    1    0    0    0    0    0    0    0
live           :   0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0   11    0    0    0    0    0    0    0    0    0    2    0    0    0    2    1    0    0    2   18
prey           :   0    0    0    0    0    0    0    0    0    0    0    0    4    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1
iphone         :   0    0    2    0    0    0    0    0    0    0    0    2    1    0    0    0    0    1    1    0    0    0    0    0    0    0    1    7    0    0    0    0    0    0    0    2    3    0    0    0    7    0    0    0    1    0    0    0    3    1    0    0    0    0    1    0   13    0    0    1    0    0    0    2
today          :   0    0    1    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    1    4    8    0    1   11    0    1    3    1    1    0    0    0    0    0    0    0    1    0    7    2    1    1    4    2    1    7    2   17
entrance       :   0    0    0    1    0    0    0    0    0    0    0    1    2    0    2    0    0    2    0    1    0    0    1    0    0    0    0    1    0    0    0    0    0    0    1    1    3    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    1    0    1    0    0    1
conductor      :   0    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    2    0    0    0    0    0    0    2
countertop     :   0    0   41    1    0    1    0    1    0    0    0   17    1    7    1    6    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    3   10    0    3    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0   13    0    0    0    1    0    0    0    0    0
club           :   0    0    0    0    0    0    0    0    0    0    1    0    6    4    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    2    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    3    0    0    0    0    1    0    0    1    1
clue           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    7    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0
downtown       :   0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    9    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0
carnival       :   0    0    0    0    0    0    0    0    0    0    0    0    6    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0
robe           :   0    0    5    0    1    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    2    1    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    0    0    0    0    1    0    0    2
mascot         :   0    0    2    0    0    0    0    0    0    0    0    8    1    0    0    0    0    1    0    1    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    1    4    1    0    0    0    0    0    0    0    1
fly            :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    1    0    0    0    0    3    0    0    5    0    0    0    0    0    0    0    0    0   12    0    0    0    5    1    0    0    2   49
edible         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   10   12    0    2    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0
car            :  24    5  392    2    1   17    3    4    0    6    4   83   59   99  107   55    7   64   12   10    4    0    1    9    0    5    1    8    0    3    8    8   24   10   68  291   69   83   27    7   22   38    2    5   18    1    2    0    4   16   12    9   15   21  219   21   33    2   16    4   16    9   14  137
cap            :   8    0   54    0    2    0    1    0    0    1    0    3    0    1    4    2    0   10   13    1    0    0    0    4    0    1    3    0    0    1    1    6    0    0    3   17    4    2    0    0    0    7    0    0    0    0    0    0    5    8    3    2    1    1   12    7   14    0    5    2    2    0    0    6
cat            :  35    0  614   89    2   16    1    9    2    3    7  985  110  120   70   82   15  329    3   31   50    3    0   25    1    4    8   17   13    0   51    7   29    0   60 1448  280   86   57   15   15  238    0    2   78    1    0    0    1   31    4   10   17    9  239   27   28    5   41   13   34    9    5  181
decker         :   0    0    2    0    0    0    0    0    0    0    0    1   46    0    6    0    0    1    0    1    0    0    0    1    0    0    0    1    0    0    0    0    2    0    5    8    4    0    0    0    0    0    3    1    0    0    0    0    0    0    0    0    0    0    2    0    1    3    0    0    1    0    0    1
wallet         :   0    0    2    0    0    0    0    0    0    0    0    1    0    0    3    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    1    0    1    1    0    0    0    0    0    0    0    0    0    0    0    2    1    0    1    0    0    0    0    0    0    0
cab            :   0    0   14    0    0    0    0    0    0    0    0    1    1    1    8    0    0    2    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    0    2    5    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    0    0    1    0    0    2
pickle         :   0    0    1    0    0    0    0    0    0    0    0    0    0    2    8    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    2    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    3    0    0    1    0    2
heart          :   0    0    5    0    0    0    0    0    0    0    0    4    2    0    7    3    0   10    0    6    0    0    0    0    1    0    0    0    0    0    0    0    0    1    8    5    1    0    0    0    0    1    1    0    0    1    0    0    0    0    0    1    1    0    5    0    0    0    2    0    0    0    0   12
grassy         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   11    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0
figure         :   0    0    3    0    0    0    0    1    0    0    0   15    0    1    0    1    0    0    1    1    1    1    0    0    0    0    0    1    0    2    1    0    1    1    1   12    1    0    0    0    2    3    0    0    0    0    0    0    0    0    1    1    0    1   16    2    1    0    0    0    0    0    0    5
soup           :   1    0    5    0    0    0    0    1    0    0    0    1   10   13    3    8    2    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    7   15    3    0    0   11    2    1    4    2    0    0    0    0    0    0    0    0    1    6    2    9    0    0    0    0    0    2    2
parachute      :   0    0    4    0    0    1    1    0    0    0    0    1    1    0    2    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    2    0    0    0    0    3
drawer         :   0    0    2    1    0    1    0    1    0    0    0    2    2    0    3    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    4    2    3    0    0    2    3    0    1    0    0    0    0    0    0    0    0    0    0    3    3    1    0    0    0    1    0    0    0
chin           :   0    0    1    0    2    7    0    0    1    0    0    2    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    3    0    0    1    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    1
pond           :   0    0    0    0    0    1    0    1    0    0    0    0   12    1    5    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    2    1    3    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0
offense        :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    4    1    0    0    0    0    1    0    0    0    0    1    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0
clothing       :   0    0   11    0    1    0    4    0    0    0    6    9    2   12    2   19    2    1    3    1    0    0    0    0    0    0    1    0    0    3    0    4    0    0   12   18    3    5    7    1    2    6    4    0    0    0    1    0    0   10    1    1    2   14   70    4    5    0    1    5    4    1    0   11
pink           :   0    1    1    2    5    3    9    1    7    3    1   40    0    1   15    2    3   20    5    5    1    0    1    1    4    2    8    0    0    1    9   10    0    0   12   50    7    4    6    1    2    7    0    1    2    2    0    0    1    3    2    2    1    0   18    8    6    0    2    3    7    0    0   10
winter         :   0    0    0    0    0    0    0    0    0    0    0    1   41    1    0    1    0    0    3    0    0    0    0    0    0    0    3    0    0    0    0    1    0    0    0   10   38    1    1   21    0    1    3    0    4    0    2    0    2    1    0    2    0    0    5    0    7    1    3    1    1    1    2   33
sailboat       :   0    0    3    0    0    0    0    0    0    0    0    0    0    0    5    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    4    3    1    1    1    0    1    0    0    0    0    0    0    0    0    0    1    0    0    1    1    2    0    0    0    0    0    0    2
dinner         :   0    0    1    1    0    1    0    0    0    0    0    1   46    2    0    0    0    4    2    1    0    0    0    0    0    0    2    1    0    2    0    0    1    0    3   12   45    8    7    4    0    2    2    1    2    3    9    0    0    0    0    1    0    0   13    1   11    0    0    1    0    8    2   18
pine           :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    1    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    0    0
write          :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    3    2    0    0    0    0    1    0    0    3
skater         :   1    0    9    4    0    3    0    0    0    0    1    6    6    6    2    0    0    1    4    0    0    0    1    0    1    0    1    0    0    2    4    0    1    1    1   87   17    1    4    0    3    6    1    0    3    0    0    0    5    2    1    1    1    2    8    1    5    2    2    0    3    0    0    6
elephant       :   7    1   74    1    6   23   44    2    0    0    2   30   56   12   30    7    7   47   11    4    0    0    1    7    4    3    4   43    0    3   11    4    4    0   50  207   34   44   21    3   23   74    3    8   27    3    3    0    2    4   12    6    8    0   42   31   24    4   49    5   22    1    2   37
tile           :   0    0   88    1    0    0    0    0    0    0    0    2    0    2    3    3    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3   28    1    2    3    0   16    6    0    0    4    0    1    0    0    3    0    0    1    0   13    0    0    0    0    3    1    0    0    3
map            :   0    0    1    0    0    0    0    0    0    0    0    1    0    1    8    2    0    2    0    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    2    0    0    0    0    1    0    0    2
product        :   0    0    1    0    0    0    0    0    0    0    2   10    1    5    4    5    0    1    1    0    1    0    0    0    0    0    1    2    0    0    0    0    0    0    2    2    3    1    0    1    2    3    1    0    1    0    0    0    0    0    0    0    1    0   37    3    1    1    0    0    0    1    0    8
designer       :   0    0    0    0    0    0    0    0    0    0    1    0    8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    1
laundry        :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    3    0    0    0    1    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0
mat            :   1    0   30    0    0    1    1    0    0    0    0    1    0    0    5    1    1    3    0    2    0    0    0    0    0    0    0    0    0    0    1    0    2    0    4    3    0    0    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    2    0    0    0    0    0    2    0    0    1
staircase      :   0    0    3    0    0    0    0    0    0    0    0    0    1    1    8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    2    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    1    0    2    0    0    0    0    0    0    0    0    1
extinguisher   :   0    0    1    0    0    0    0    0    0    0    0    0    1    0    8    0    0    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0
spot           :   0    0    9    0    0    0    0    1    0    0    1    6   19    1    5    1    0    4    0    2    0    0    0    0    0    0    0    0    0    0    1    0    0    0    5   12    4    2    0    1    0    2    0    1    5    0    0    0    0    4    0    1    0    0    4    1    0    0    0    1    4    0    0   14
accessory      :   0    0    1    0    0    0    0    0    0    0    0    2    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0   22    0    1    0    0    0    0    0    0    0
mac            :   0    0    0    0    0    0    0    0    0    0    0    0    6    0    0    0    0    1    0    0    0    0    0    0    0    0    1    1    0    3    0    0    1    0    0   10    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    3
produce        :   0    0    1    0    0    0    0    1    0    0    1    3    1    0    2    1    1    0    0    1    0    0    0    0    0    1    0    1    0    0    0    0    0    0   10    7    6    2    0    0    0    2    0    0    2    0    0    0    0    1    0    0    2    0   12    1    2    3    1    1    0    1    1    8
mad            :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    2    0    0    3    1    1    0    0    0   12    1    0    1    0    0    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1
noise          :   0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    5    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    6    0    1    0    0    0    0    0    0    0
date           :   0    0    0    0    0    0    0    0    0    0    0   49    3    0    1    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1    0    1    0    0    2    1    1    0    0    2    0    0    0    0    0    0    0   49    0    0    0    0    0    0    0    1    3
tablecloth     :   6    0  126    1    0    2    0    0    0    0    0   12    0    1   15    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    2   12    0    1    0    0    0    7    0    1    0    0    0    0    0    0    0    0    0    0   62    1    0    0    0    0    1    1    0    2
grow           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    0    0    0    0    5    0    0    0    0    0    0    0    0    0    2    1    0    0    0    2    1    0    1   11
man            :  55    1 1426  203 4496  368    9  171    3    1   13  328  208  318  146  263   44  379 4435  320  444  219    1   81   11   31   13   10   11   10  248   48   61   64  217  207 1394  393  102   48   25  744    6   11  337    7    1    3    5  275   90   20   25   77 1196  230  126   26  234   24  127   79   44  603
classroom      :   0    0    0    0    0    0    0    0    0    0    0    0   26    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    5    0    1    1    0    0    0    0    1    0    5    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1
surfing        :   0    0    0    0    0    0    0    0    0    0    0    0    5    0    1    1    0    3    2    0    0    0    0    0    0    0    0    0    0    2    1    4    0    0    0   19    5    0    4    1    1    1    1    1    0    0    0    0    1    0    1    0    0    0    0    1    1    1    1    0    0    0    0    2
waist          :   0    0    2    0    4    0    0    0    3    2    0    4    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    8    0   10    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    5    0    1    0    0    1    0    0    0    1
liquid         :   0    0   23    1    0    0    0    1    0    0    0   30    0    6    2   13    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3   12    1    3    3    1   14    1    0    0    0    0    0    0    0    2    0    0    1    0   63    0    0    3    3    2    0    0    1    6
wheelchair     :   0    1    1    0    0    0    0    0    0    0    0    1    1    0    6    0    0    2    2    0    0    0    1    0    0    0    2    0    0    0    1    2    1    0    0    2    2    0    1    0    0    0    0    0    0    0    0    0    1    0    3    1    0    0    4    0    3    0    0    0    1    0    1    1
placemat       :   0    0    1    0    0    0    0    0    0    0    0    2    0    0    2    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    5    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    8    0    1    0    0    0    0    0    0    0
st             :   0    0    0    0    0    0    0    0    0    0    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    5    0    1    2    0    1    0    1    2
switch         :   0    0    1    0    0    1    0    0    0    0    0    0    0    1    3    1    0    6    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    4    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    1    0    0    1    0    0    0    0    0
truck          :  16    8  382   12    3   28   13   22    0    0   24  192  120   80   86   73   17   46    6   35   17    0    2   19    0   10    1   10    0    0   12    3   18   11   98  238   70   91   20    5   21   44    1   15   19    5    4    0    2    6   17    9    4   27  194   16   24    9   19    1   20    9    9   67
basket         :   1    0   32    0    0    1    0   41    0    0    1   25    3   13   13    4    2   10    0    2    0    0    1    1    0    1    0    0    0    0    1    0    1    0   16   23    3    7    7    0    6    7    1    4    3    0    0    0    1    1    1    3    1    1   20    3    0    0    4    0    3    0    1    9
tall           :   0    0    0    0    0    1    0    1    0    0    0    0    0    1    3    0    0    0    4    0    0    0    0    0    2    0    1    0    0    0    0    1    0    0    2   67   15    0    9    0    0    1    3    1    0    1    0    0    0    0    0    0    0    0    5    0    0    0  152    1    0    0    0    4
bunk           :   0    0    1    0    0    1    1    0    0    0    0    0    2    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    2    0    3    2    0    2    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    1
gesture        :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    2    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0   16    1    1    0    0    0    0    0    0    0
cute           :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   22   10    0    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    1    0    2    0    1    0    0    0    0    1
serving        :   0    0    0    0    0    0    0    0    0    1    0    3    4    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    3   12    2    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    0    5    0    0    0    0    0    0    0    0    0
haircut        :   0    0    0    0    0    0    0    0    0    0    0    1    0    5    0    4    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    9    0    0    8    0    0    0    0    0    0    0    0    0    2    0    0    0    1    1    0    7    0   10
midnight       :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    9    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0   17    0    0    0    0    1
feature        :   0    0    0    0    0    0    0    0    0    0    0   11    0    2    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    0    3    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    1   40    0    0    0    0    0    0    0    0    3
course         :   0    0    0    0    0    0    0    0    0    0    2    4    6    1    0    0    0    0    0    1    0    0    1    0    0    0    0    2    0    0    0    0    0    0    0    2   10    0    1    0    0    1    0    2    1    0    1    0    0    0    0    0    1    0   13    2    0    0    2    0    0    2    1    4
pitch          :   9    0    3    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    6    3    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    1    0    0    1    0    5
cold           :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    9    0    0    0    0    0    0    0   10    0    0    2    0    7    0    0    0  158   21    0    4    1    0   10    1    0    1    0    0    0    0    0    0    1    1    0    1    0    4    0    4    1    0    0    0    3
cola           :   0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    2    0    0    0    0    0    1    0    0    0    0    0    1    1    1    0    2    0    0    0    0    0    0    0
group          :   0    3    2    1    0    1    0    0    0    0    0    9   20    1    5    0    0    0    0    0    8    1    3    0    0    0    0    2    0    1    0    0    0    0   15    7    9    7    1    0    2    2    3    4    4    4    1    0    0    0    1    0    0    0   46    6    3    1    0    2    2    1    1   10
thumb          :   0    0    1    0    0    2    0    0    0    0    0    1    0    0    1    0    1    2    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    1    0    0    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    2    0    0    1    0    2    0    0    2
smoothie       :   0    0    1    0    0    0    0    0    0    0    0    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    3    0    1    0    0    0    0    0    0    2
facility       :   0    0    0    0    0    0    0    0    0    0    0    0    2    7    2    2    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    7    0    0    0    0    0    0    0    0    5
attraction     :   0    0    0    0    0    0    0    0    0    0    0    0    8    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    1
window         :   6    2   57   15    0   23    3   28    0    1    1   47   13   39  143   17    4   18    7   12    1    0   13    2    1   12    1    0    0    1    6    3   12    5   76  270   13  172   28    7   27   45    1   47   13    4    2    1    0    7    6    8   21    2  108   12    9    8    7    9   16    0    6   41
farmer         :   0    0    0    0    0    0    0    1    0    0    1    1    5    1    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    0    0    0    0    1    0    0    2    0    0    0    0    0    0    1    0    0    1    0    0    0    1    1    0    0    1    2
mail           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    0    3
cutter         :   0    0    1    0    0    0    0    0    0    0    0    1    0    0    5    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    1    0    0
apron          :   1    0   25    0    0    0    1    0    0    0    0    1    0    0    1    0    0    0    6    0    0    0    0    6    0    0    5    0    0    1    1    3    1    0    0    3    0    2    0    0    1    4    0    0    0    0    0    0    4    4    1    1    0    0    6    1    3    0    0    0    2    0    0    4
nation         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0   19    2    0    0    0    0    0    0    0    4
underneath     :   0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    3    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    0
lunch          :   0    0    1    0    0    0    0    0    1    0    0    2   34    0    1    0    0    0    0    0    2    0    0    0    0    0    3    3    0    1    0    1    0    0    1    5   28    5    5    6    1    1    7    1    6    0    8    0    2    0    1    0    0    0    9    1    3    1    0    0    0    0    3   14
touching       :   0    0    0    0    1    0    0    0    0    1    0   13    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    1    2    1    0    0    5    1    0    0    0    0    0    0    0    0
safari         :   0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    4    0    1    0    0    0    2    1    0    0    2    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    4
half           :   0    0   13    1    1    0    0    0    0    2    2    3    3    0    1    2    0    2    1    0    0    0    0    0    0    0    1    0    0    1    2    0    4    0    5   63    4    8    2    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    7    9    6    3    3    1    5    5    1   13
bath           :   0    0    5    1    0    0    0    1    0    0    0    0    5    0    3    0    0    1    1    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    3   32    8    1    2    2    1    6    0    1    5    0    1    0    1    0    1    0    4    0    4    0    1    1    1    2    0    3    2    8
ketchup        :   0    0    0    0    0    1    0    0    0    0    0    2    0    0    1    0    0    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    3    2    0    0    3    0    0    0    0    0    0    1    0    8    2    1    1    0    2    0    0    1    0    4
wagon          :   0    0    7    1    1    1    0    4    0    0    1    2    0    0    1    0    1    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    8    8    0    4    0    0    1    0    0    2    2    0    0    0    0    0    0    0    0    0    5    1    0    0    1    0    0    1    1    0
